GCB_Fortinet_Fortigate_06,00000217:config system interface,00000218:edit "wan1",00000226:set fail-detect disable,錯誤設定
GCB_Fortinet_Fortigate_06,00000217:config system interface,00000298:edit "dmz",00000306:set fail-detect disable,錯誤設定
GCB_Fortinet_Fortigate_06,00000217:config system interface,00000627:edit "wan2",00000635:set fail-detect disable,錯誤設定
GCB_Fortinet_Fortigate_06,00000217:config system interface,00000707:edit "mgmt",00000715:set fail-detect disable,錯誤設定
GCB_Fortinet_Fortigate_06,00000217:config system interface,00000804:edit "ha1",00000812:set fail-detect disable,錯誤設定
GCB_Fortinet_Fortigate_06,00000217:config system interface,00000884:edit "ha2",00000892:set fail-detect disable,錯誤設定
GCB_Fortinet_Fortigate_06,00000217:config system interface,00000964:edit "port1",00000972:set fail-detect disable,錯誤設定
GCB_Fortinet_Fortigate_06,00000217:config system interface,00001044:edit "port2",00001052:set fail-detect disable,錯誤設定
GCB_Fortinet_Fortigate_06,00000217:config system interface,00001124:edit "port3",00001132:set fail-detect disable,錯誤設定
GCB_Fortinet_Fortigate_06,00000217:config system interface,00001204:edit "port4",00001212:set fail-detect disable,錯誤設定
GCB_Fortinet_Fortigate_06,00000217:config system interface,00001284:edit "port5",00001292:set fail-detect disable,錯誤設定
GCB_Fortinet_Fortigate_06,00000217:config system interface,00001364:edit "port6",00001372:set fail-detect disable,錯誤設定
GCB_Fortinet_Fortigate_06,00000217:config system interface,00001444:edit "port7",00001452:set fail-detect disable,錯誤設定
GCB_Fortinet_Fortigate_06,00000217:config system interface,00001524:edit "port8",00001532:set fail-detect disable,錯誤設定
GCB_Fortinet_Fortigate_06,00000217:config system interface,00001604:edit "port9",00001612:set fail-detect disable,錯誤設定
GCB_Fortinet_Fortigate_06,00000217:config system interface,00001684:edit "port10",00001692:set fail-detect disable,錯誤設定
GCB_Fortinet_Fortigate_06,00000217:config system interface,00001764:edit "port11",00001772:set fail-detect disable,錯誤設定
GCB_Fortinet_Fortigate_06,00000217:config system interface,00001844:edit "port12",00001852:set fail-detect disable,錯誤設定
GCB_Fortinet_Fortigate_06,00000217:config system interface,00001924:edit "port13",00001932:set fail-detect disable,錯誤設定
GCB_Fortinet_Fortigate_06,00000217:config system interface,00002004:edit "port14",00002012:set fail-detect disable,錯誤設定
GCB_Fortinet_Fortigate_06,00000217:config system interface,00002084:edit "port15",00002092:set fail-detect disable,錯誤設定
GCB_Fortinet_Fortigate_07,00002324:config system password-policy,00002325:set status disable,錯誤設定
GCB_Fortinet_Fortigate_08,尚未設定
GCB_Fortinet_Fortigate_09,尚未設定
GCB_Fortinet_Fortigate_10,尚未設定
GCB_Fortinet_Fortigate_11,尚未設定
GCB_Fortinet_Fortigate_12,尚未設定
GCB_Fortinet_Fortigate_13,尚未設定
GCB_Fortinet_Fortigate_14,尚未設定
GCB_Fortinet_Fortigate_15,尚未設定
GCB_Fortinet_Fortigate_16,尚未設定
